0,TOTAL TH215456 Demolition breaker 1700W 16Kgs 50J همر تكسير,121.00 ,175.00 
0,Total TH220502 Demolition breaker 2200W 75J همر كهرباء,390.00 ,500.00 
0,Total TH220502-S Stand for Demolition breaker ستاند همر تكسير,50.00 ,75.00 
0,عدد كهربائية للاعمال المعدنية,,
0,TOTAL TG504062 DIE GRINDER 400W صاروخ مستقيم,25.50 ,36.00 
0,TOTAL TG10711526 Angle grinder750W  صاروخ كهرباء 4.5,19.50 ,25.00 
0,"صاروخ 4.5"" TOTAL TG10711556 Angle grinder 750W",17.00 ,22.00 
0,TOTAL TG10711526 Angle grinder 850W  صاروخ كهرباء 4.5,20.00 ,28.00 
0,TOTAL TG108125363 Angle grinder 850W  صاروخ كهرباء 5 انش سرعات,23.00 ,31.50 
0,TOTAL TG1091156 Angle grinder 950W  صاروخ كهرباء 4.5,23.00 ,31.50 
0,Total TG109125565 Angle grinder صاروخ 5 انش 900 واط سرعات,23.00 ,31.50 
0,"صاروخ كهرباء 5"" TOTAL TG10912556 Angle grinder 900W",20.00 ,27.00 
0,"TOTAL TG1121256 Angle grinder 1010W صاروخ 5""",25.00 ,33.00 
0,"TOTAL TG11012526 Angle grinder 1100W صاروخ 5""",26.00 ,36.00 
0,"TOTAL TG1121256-3 Angle grinder 1010W صاروخ كهرباء سرعات 5""",28.00 ,34.00 
0,"TOTAL TG1141256 ANGLE GRINDERS 5"" 1400W صاروخ كهرباء",35.00 ,47.00 
0,"Total TG11512526 Angle grinder صاروخ كهرباء 5"" 1500 واط",40.00 ,56.00 
0,"TOTAL TG12223026 Angle grinder 2200W صاروخ كهرباء 9""",42.00 ,56.00 
0,"TOTAL TG1252306 Angle grinder 2400W صاروخ كهرباء 9""",51.00 ,68.00 
0,"TOTAL TG1262306 Angle grinder 2600W صاروخ كهرباء 9""",59.00 ,79.00 
0,"TOTAL TP1141806 Angle polisher 1400W صاروخ كهرباء 7"" سرعات",49.00 ,66.00 
0,Total TS223589 Cut off saw   فيبر قص حديد 2200 واط 14 انش,65.00 ,80.00 
0,TOTAL TS92435526 Cut Of Saw 2350W ماكنة فيبر قص 14,76.00 ,88.00 
0,TOTAL TS92435526 Cut Of Saw 2400W ماكنة فيبر قص 14,80.00 ,101.00 
0,TOTAL TS9204051 Cut off saw 3.0KW(4HP),165.00 ,220.00 
0,TOTAL TW21606  Inverter MMA welding machine 160A  ماكنة لحام الكتروني,66.00 ,90.00 
0,Total TW21602 Inverter MMA Welding machine الكتروني 160A ماكنة لحام,70.00 ,89.00 
0,TOTAL TW21806 Inverter MMA welding machine 180A  ماكنة لحام الكتروني,85.00 ,110.00 
0,TOTAL TW21605 Inverter MMA welding machine 160A ماكنة لحام الكتروني,92.00 ,113.00 
0,TOTAL TW22005 Inverter MMA welding machine 200A ماكنة لحام الكتروني,120.00 ,165.00 
0,Total TW22506 Inverter MMA Welding machine 250A ماكنة لحام,125.00 ,170.00 
0,Total TIG1601 Inverter TIG/MMA welding machine ماكنة لحام,200.00 ,280.00 
0,Total TMGT1601 Inverter MAG/MIG/MMA/TIG Lift welding machine 160A ماكنة لحام ميج + تيج كهرباء,250.00 ,350.00 
0,Total TCUT401 Inverter plasma cutter ماكنة قص بلازما 12 ملم,175.00 ,270.00 
0,Total TW225029 Inverter MMA welding machine ماكنة لحام الكتروني 250 امبير 3 فاز / 1 فاز,190.00 ,250.00 
0,Total TWAH3006 Electrode holder مسكة لحام 300 امبير,3.00 ,4.00 
0,TOTAL TWAH5006 Electrode holder 500A مقبض لحام,4.35 ,5.50 
0,مقبض لحام 500 امبير TOTAL TWAH5002,3.30 ,4.50 
0,Total TWAH8006 Electrode holder 800A  مسكة لحام نحاس,4.35 ,5.50 
0,مقبض لحام 1000 امبير توتلTWAH10006  TOTAL,4.65 ,5.85 
0,TOTAL TDP133501  Drill press  درل عامود 13 ملم 350 واط,73.00 ,96.00 
0,TOTAL TDP207502 DRILL PRESS 750W 20MM درل عامود 20 ملم,240.00 ,300.00 
0,TOTAL TBG15015 Bench Grinder 150W ماكينة جلخ 6 انش,20.00 ,30.00 
0,"TOTAL TBG35020 BENCH GRINDER 350W ماكنة جلخ ""8",42.00 ,58.00 
0,"TOTAL TAMWH25032 MAGNETIC WELDING HOLDER 3"" زاوية لحام مغناطيس عده زاويا",2.00 ,3.10 
0,"Total TAMWH50046 Magnetic welding holder زاوية لحام مغناطيس ""4",2.80 ,4.00 
0,"TOTAL TAMWH50042 MAGNETIC WELDING HOLDER 4"" زاوية لحام مغناطيس عده زاويا",3.65 ,5.65 
0,"TOTAL TAMWH75052 MAGNETIC WELDING HOLDER 5""زاوية لحام مغناطيس عده زاويا",4.75 ,6.75 
0,Total TAMWH6002 Magnetic welding holder set طقم زاوية لحام مغناطيس,7.15 ,11.25 
0,عدد كهربائية لاعمال النجارة,,
0,"TOTAL TS1141856 Circular saw 1400W 185x20mm منشار صينية 7""",44.00 ,58.00 
0,Total TS11418526 Circular saw 1400W منشار عرض خاص,39.00 ,54.00 
0,"TOTAL TS1222356 Circular saw 2200W 235x25.4mm منشار صينية 9""",75.00 ,95.00 
0,Total TS2045565 Jig saw 400W تخريقة عرض,19.00 ,25.00 
0,TOTAL TS204556 Jig Saw 400W تخريقة,15.50 ,20.00 
0,Total TS206656 Jig saw 570W تخريقة,23.00 ,33.00 
0,TOTAL TS206806 Jig saw 650W تخريقه,28.00 ,36.00 
0,TOTAL TS2081006 Jig saw 800W تخريقه,31.00 ,43.00 
0,Total TS2081356 Jig saw 800W تخريقة,43.00 ,60.00 
0,TOTAL TS100806 Reciprocating saw 750W منشار ترددي,36.00 ,50.00 
0,فارة كهرباء 1050 واط,46.00 ,64.00 
0,TOTAL TAC618201 Planer Blade طقم شفرات فارة كهرباء,1.95 ,2.80 
0,Total TMS6505 Palm sander حفافة كهرباء 65 واط,23.00 ,32.00 
0,TOTAL TF2231106 Palm sander240W حفافة,21.50 ,29.50 
0,TOTAL FINISHING SANDER 320W حفافة,23.00 ,31.00 
0,TOTAL TF1302206 Finishing sander 350W حفافة,33.00 ,45.00 
0,TOTAL TF2031256 Finishing sander 320  حفافة دائرية مع 5 ورق حف,25.50 ,34.00 
0,TOTAL TF2041501 Rotary sander 450W حفافة,33.00 ,45.00 
0,Total TF2041506 Rotary sander 450W حفافة كهرباء,33.00 ,45.00 
0,Total TR111226 Electric router ماكنة فورمايكا 2200 واط,69.00 ,88.00 
0,TOTAL TR11122 ELECTRIC ROUTER 2200W ماكنة فورمايكا,61.00 ,85.00 
0,TOTAL TR111216 Electric router 1600W ماكنة فورمايكا,55.00 ,75.00 
0,TOTAL TLT5001 Laminate trimmer 500W ماكنة فورمايكا يدوية,28.50 ,41.00 
0,Total TLT6001 Laminate trimmer ماكنة فورمايكا 6 ملم 600 واط,29.75 ,39.75 
0,Total TS70906 Biscuit jointer ماكنة بسكوت 950 واط,55.00 ,80.00 
0,Total TJPR15001 Jointer and Planer 1500w ماكنة رابوخ علوي سفلي,209.00 ,293.00 
0,Total TTKP15001 Thickness planer رابوخ خشب 1500 واط,285.00 ,380.00 
0,TOTAL TS42142101 Mitre saw 1400W منشار ذيل  8 انش,60.00 ,85.00 
0,"Total TS42182552 Mitre saw 1800W 10"" منشار ذيل",110.00 ,135.00 
0,Total TS42152557 Mitre saw منشار ذيل 10 انش 1800 واط,115.00 ,160.00 
0,TOTAL TS42182551 Mitre saw 1800W منشار ذيل  10 انش سحاب بوبين,133.00 ,180.00 
0,TOTAL TS42163051 Mitre saw1600W منشار ذيل ماتور 12 انش,176.00 ,242.00 
0,"Total TS42183057 Mitre saw منشار ذيل 12"" 2400 واط",215.00 ,300.00 
0,Total TS730301 Band saw 350W منشار شلة,126.00 ,185.00 
0,Total TS88501 Scroll saw منشار تخريم,80.00 ,115.00 
0,"TOTAL TS5152542 Tble saw 1500W 10"" منشار طاولة",231.00 ,332.00 
0,عدد متنوعة,,
0,TOTAL TT101116 Glue gun 100W فرد سيلكو حراري,3.60 ,4.95 
0,Total TT201116 Glue gun فرد سيلكون حراري 150 واط,6.20 ,8.50 
0,TOTAL TT301116 Glue gun  فرد سيلكو حراري 220 واط,9.90 ,14.00 
0,TOTAL TT301111 PROFESSIONAL GLUE GUN 220W,9.90 ,14.00 
0,TOTAL TACGT2061 Glue gun stick 6pcs اصابع سيلكون حراري,1.10 ,1.60 
0,Total TACGT3011 Glue gun stick اصابع سيلكون حراري 1 كيلو,6.35 ,7.75 
0,Total THT3521 Super Glue(12pcs/set) سوبر على كرت 12 حبة,1.75 ,0.30 
0,Total THAB3A01 Alkaline Battery AAA بطارية عدد 4,0.90 ,1.70 
0,Total THAB2A01 Alkaline Battery AA بطارية عدد 4,0.90 ,1.70 
0,Total THAB1D01 Alkaline Battery Size D 2pcs بطارية,2.00 ,3.00 
0,Total THES03041V Extension Socket 4 ways 13A وصلة كهرباء,9.75 ,13.50 
0,Total TT3506 Spray gun فرد رش دهان كهرباء,21.00 ,30.00 
0,TOTAL TT5006-2 HVLP floor based spray gun 500W فرد رش دهان كهرباء طاسة معدنية,30.00 ,51.00 
0,Multi-function tool,24.75 ,34.75 
0,TOTAL TG501032 Mini grinder 130W with 100pcs درمل,20.00 ,28.00 
0,TOTAL TACSD12501 250pcs Accessories  of Mini Drill طقم اكسسوارات درمل,14.50 ,22.00 
0,Total TACSD13571 357pcs Accessories  of Mini Drill طقم اكسسوارات درمل,16.50 ,25.00 
0,Total TS3141102  Marble cutter,33.00 ,45.00 
